"Raw_df.Date","Raw_df.Station","daily_rainfall"
"24/1/2018","Toa Payoh",17.6
"25/1/2018","Toa Payoh",1.4
"26/1/2018","Toa Payoh",20.8
"27/1/2018","Toa Payoh",0.2
"28/1/2018","Toa Payoh",12
"29/1/2018","Toa Payoh",0
"30/1/2018","Toa Payoh",5
"31/1/2018","Toa Payoh",17.4
"1/2/2018","Toa Payoh",2.2
"2/2/2018","Toa Payoh",4.2
"3/2/2018","Toa Payoh",1.8
"4/2/2018","Toa Payoh",4.4
"5/2/2018","Toa Payoh",0
"6/2/2018","Toa Payoh",0
"7/2/2018","Toa Payoh",0
"8/2/2018","Toa Payoh",0
"9/2/2018","Toa Payoh",0
"10/2/2018","Toa Payoh",0
"11/2/2018","Toa Payoh",0
"12/2/2018","Toa Payoh",0
"13/2/2018","Toa Payoh",0
"14/2/2018","Toa Payoh",0
"15/2/2018","Toa Payoh",1.4
"16/2/2018","Toa Payoh",0
"17/2/2018","Toa Payoh",0
"18/2/2018","Toa Payoh",0
"19/2/2018","Toa Payoh",0
"20/2/2018","Toa Payoh",0
"21/2/2018","Toa Payoh",0
"22/2/2018","Toa Payoh",0
"23/2/2018","Toa Payoh",29
"24/2/2018","Toa Payoh",0
"25/2/2018","Toa Payoh",0
"26/2/2018","Toa Payoh",0
"27/2/2018","Toa Payoh",0
"28/2/2018","Toa Payoh",33.2
"1/3/2018","Toa Payoh",2
"2/3/2018","Toa Payoh",25.8
"3/3/2018","Toa Payoh",0
"4/3/2018","Toa Payoh",7.2
"5/3/2018","Toa Payoh",0
"6/3/2018","Toa Payoh",0
"7/3/2018","Toa Payoh",25.2
"8/3/2018","Toa Payoh",0
"9/3/2018","Toa Payoh",0
"10/3/2018","Toa Payoh",3.2
"11/3/2018","Toa Payoh",0
"12/3/2018","Toa Payoh",6.6
"13/3/2018","Toa Payoh",0
"14/3/2018","Toa Payoh",0
"15/3/2018","Toa Payoh",0
"16/3/2018","Toa Payoh",2.6
"17/3/2018","Toa Payoh",0
"18/3/2018","Toa Payoh",0
"19/3/2018","Toa Payoh",0
"20/3/2018","Toa Payoh",27.2
"21/3/2018","Toa Payoh",0
"22/3/2018","Toa Payoh",0
"23/3/2018","Toa Payoh",0
"24/3/2018","Toa Payoh",0
"25/3/2018","Toa Payoh",4.8
"26/3/2018","Toa Payoh",0
"27/3/2018","Toa Payoh",3.8
"28/3/2018","Toa Payoh",7.6
"29/3/2018","Toa Payoh",0
"30/3/2018","Toa Payoh",19.4
"31/3/2018","Toa Payoh",0
"1/4/2018","Toa Payoh",39.8
"2/4/2018","Toa Payoh",0
"3/4/2018","Toa Payoh",0
"4/4/2018","Toa Payoh",0
"5/4/2018","Toa Payoh",4.6
"6/4/2018","Toa Payoh",0.6
"7/4/2018","Toa Payoh",112.2
"8/4/2018","Toa Payoh",1.8
"9/4/2018","Toa Payoh",0
"10/4/2018","Toa Payoh",0
"11/4/2018","Toa Payoh",0
"12/4/2018","Toa Payoh",0
"13/4/2018","Toa Payoh",0
"14/4/2018","Toa Payoh",28.2
"15/4/2018","Toa Payoh",11.6
"16/4/2018","Toa Payoh",1
"17/4/2018","Toa Payoh",0.8
"18/4/2018","Toa Payoh",0
"19/4/2018","Toa Payoh",34.4
"20/4/2018","Toa Payoh",41
"21/4/2018","Toa Payoh",0
"22/4/2018","Toa Payoh",0
"23/4/2018","Toa Payoh",35
"24/4/2018","Toa Payoh",0.8
"25/4/2018","Toa Payoh",0
"26/4/2018","Toa Payoh",0.2
"27/4/2018","Toa Payoh",20.4
"28/4/2018","Toa Payoh",0
"29/4/2018","Toa Payoh",0
"30/4/2018","Toa Payoh",0
"1/5/2018","Toa Payoh",22.4
"2/5/2018","Toa Payoh",3
"3/5/2018","Toa Payoh",32.6
"4/5/2018","Toa Payoh",10.8
"5/5/2018","Toa Payoh",0.2
"6/5/2018","Toa Payoh",0.2
"7/5/2018","Toa Payoh",0
"8/5/2018","Toa Payoh",0
"9/5/2018","Toa Payoh",0
"10/5/2018","Toa Payoh",0
"11/5/2018","Toa Payoh",26.2
"12/5/2018","Toa Payoh",0
"13/5/2018","Toa Payoh",15.2
"14/5/2018","Toa Payoh",5
"15/5/2018","Toa Payoh",23.2
"16/5/2018","Toa Payoh",0.2
"17/5/2018","Toa Payoh",0
"18/5/2018","Toa Payoh",0.6
"19/5/2018","Toa Payoh",7.6
"20/5/2018","Toa Payoh",11
"21/5/2018","Toa Payoh",1
"22/5/2018","Toa Payoh",0
"23/5/2018","Toa Payoh",34.6
"24/5/2018","Toa Payoh",0.4
"25/5/2018","Toa Payoh",0.4
"26/5/2018","Toa Payoh",38.4
"27/5/2018","Toa Payoh",2
"28/5/2018","Toa Payoh",5
"29/5/2018","Toa Payoh",0.2
"30/5/2018","Toa Payoh",0.8
"31/5/2018","Toa Payoh",7.4
"1/6/2018","Toa Payoh",40
"2/6/2018","Toa Payoh",38.8
"3/6/2018","Toa Payoh",0.2
"4/6/2018","Toa Payoh",1.2
"5/6/2018","Toa Payoh",0
"6/6/2018","Toa Payoh",0
"7/6/2018","Toa Payoh",0
"8/6/2018","Toa Payoh",13.2
"9/6/2018","Toa Payoh",0
"10/6/2018","Toa Payoh",0
"11/6/2018","Toa Payoh",0
"12/6/2018","Toa Payoh",0
"13/6/2018","Toa Payoh",0
"14/6/2018","Toa Payoh",0
"15/6/2018","Toa Payoh",1.8
"16/6/2018","Toa Payoh",0
"17/6/2018","Toa Payoh",0
"18/6/2018","Toa Payoh",8.4
"19/6/2018","Toa Payoh",12
"20/6/2018","Toa Payoh",10
"21/6/2018","Toa Payoh",0
"22/6/2018","Toa Payoh",1.8
"23/6/2018","Toa Payoh",15.4
"24/6/2018","Toa Payoh",0
"25/6/2018","Toa Payoh",9
"26/6/2018","Toa Payoh",18.4
"27/6/2018","Toa Payoh",7.6
"28/6/2018","Toa Payoh",0
"29/6/2018","Toa Payoh",55.4
"30/6/2018","Toa Payoh",0
"1/7/2018","Toa Payoh",7.8
"2/7/2018","Toa Payoh",1
"3/7/2018","Toa Payoh",18.8
"4/7/2018","Toa Payoh",0
"5/7/2018","Toa Payoh",0
"6/7/2018","Toa Payoh",0
"7/7/2018","Toa Payoh",0
"8/7/2018","Toa Payoh",0
"9/7/2018","Toa Payoh",1.8
"10/7/2018","Toa Payoh",13.8
"11/7/2018","Toa Payoh",0
"12/7/2018","Toa Payoh",0
"13/7/2018","Toa Payoh",0
"14/7/2018","Toa Payoh",0.2
"15/7/2018","Toa Payoh",26
"16/7/2018","Toa Payoh",0
"17/7/2018","Toa Payoh",0
"18/7/2018","Toa Payoh",0
"19/7/2018","Toa Payoh",22.8
"20/7/2018","Toa Payoh",1.4
"21/7/2018","Toa Payoh",0.6
"22/7/2018","Toa Payoh",0.2
"23/7/2018","Toa Payoh",0
"24/7/2018","Toa Payoh",0
"25/7/2018","Toa Payoh",1.6
"26/7/2018","Toa Payoh",0
"27/7/2018","Toa Payoh",0
"28/7/2018","Toa Payoh",0
"29/7/2018","Toa Payoh",0
"30/7/2018","Toa Payoh",17.4
"31/7/2018","Toa Payoh",0.6
"1/8/2018","Toa Payoh",1.6
"2/8/2018","Toa Payoh",0
"3/8/2018","Toa Payoh",0
"4/8/2018","Toa Payoh",0
"5/8/2018","Toa Payoh",9.8
"6/8/2018","Toa Payoh",0
"7/8/2018","Toa Payoh",0
"8/8/2018","Toa Payoh",3.2
"9/8/2018","Toa Payoh",0
"10/8/2018","Toa Payoh",0
"11/8/2018","Toa Payoh",0
"12/8/2018","Toa Payoh",0
"13/8/2018","Toa Payoh",0
"14/8/2018","Toa Payoh",0
"15/8/2018","Toa Payoh",0
"16/8/2018","Toa Payoh",0
"17/8/2018","Toa Payoh",0.4
"18/8/2018","Toa Payoh",0
"19/8/2018","Toa Payoh",0
"20/8/2018","Toa Payoh",0.2
"21/8/2018","Toa Payoh",0
"22/8/2018","Toa Payoh",31.8
"23/8/2018","Toa Payoh",0.2
"24/8/2018","Toa Payoh",10.6
"25/8/2018","Toa Payoh",0
"26/8/2018","Toa Payoh",0
"27/8/2018","Toa Payoh",0
"28/8/2018","Toa Payoh",0
"29/8/2018","Toa Payoh",0
"30/8/2018","Toa Payoh",0
"31/8/2018","Toa Payoh",0.4
"1/9/2018","Toa Payoh",2.6
"2/9/2018","Toa Payoh",2.8
"3/9/2018","Toa Payoh",0.2
"4/9/2018","Toa Payoh",42.6
"5/9/2018","Toa Payoh",0
"6/9/2018","Toa Payoh",0
"7/9/2018","Toa Payoh",37
"8/9/2018","Toa Payoh",56.2
"9/9/2018","Toa Payoh",12.6
"10/9/2018","Toa Payoh",7.4
"11/9/2018","Toa Payoh",6
"12/9/2018","Toa Payoh",0
"13/9/2018","Toa Payoh",0
"14/9/2018","Toa Payoh",0
"15/9/2018","Toa Payoh",0
"16/9/2018","Toa Payoh",0
"17/9/2018","Toa Payoh",0
"18/9/2018","Toa Payoh",9.6
"19/9/2018","Toa Payoh",48.6
"20/9/2018","Toa Payoh",16.4
"21/9/2018","Toa Payoh",14
"22/9/2018","Toa Payoh",10.6
"23/9/2018","Toa Payoh",0
"24/9/2018","Toa Payoh",0
"25/9/2018","Toa Payoh",0
"26/9/2018","Toa Payoh",0
"27/9/2018","Toa Payoh",0
"28/9/2018","Toa Payoh",0
"29/9/2018","Toa Payoh",0
"30/9/2018","Toa Payoh",0
"1/10/2018","Toa Payoh",0
"2/10/2018","Toa Payoh",0
"3/10/2018","Toa Payoh",0
"4/10/2018","Toa Payoh",0
"5/10/2018","Toa Payoh",0
"6/10/2018","Toa Payoh",23.4
"7/10/2018","Toa Payoh",3
"8/10/2018","Toa Payoh",21
"9/10/2018","Toa Payoh",31.4
"10/10/2018","Toa Payoh",47.2
"11/10/2018","Toa Payoh",36
"12/10/2018","Toa Payoh",8.8
"13/10/2018","Toa Payoh",1
"14/10/2018","Toa Payoh",5.6
"15/10/2018","Toa Payoh",0.2
"16/10/2018","Toa Payoh",0
"17/10/2018","Toa Payoh",0.8
"18/10/2018","Toa Payoh",3.4
"19/10/2018","Toa Payoh",12.4
"20/10/2018","Toa Payoh",0.2
"21/10/2018","Toa Payoh",0
"22/10/2018","Toa Payoh",0
"23/10/2018","Toa Payoh",8.2
"24/10/2018","Toa Payoh",1.2
"25/10/2018","Toa Payoh",1.8
"26/10/2018","Toa Payoh",0
"27/10/2018","Toa Payoh",0
"28/10/2018","Toa Payoh",3.4
"29/10/2018","Toa Payoh",2.2
"30/10/2018","Toa Payoh",12.2
"31/10/2018","Toa Payoh",0
"1/11/2018","Toa Payoh",3.2
"2/11/2018","Toa Payoh",2
"3/11/2018","Toa Payoh",25.4
"4/11/2018","Toa Payoh",8
"5/11/2018","Toa Payoh",0
"6/11/2018","Toa Payoh",1.8
"7/11/2018","Toa Payoh",14.8
"8/11/2018","Toa Payoh",24.8
"9/11/2018","Toa Payoh",36.8
"10/11/2018","Toa Payoh",0.8
"11/11/2018","Toa Payoh",68
"12/11/2018","Toa Payoh",7.2
"13/11/2018","Toa Payoh",0.2
"14/11/2018","Toa Payoh",35.4
"15/11/2018","Toa Payoh",8.2
"16/11/2018","Toa Payoh",0.2
"17/11/2018","Toa Payoh",16.4
"18/11/2018","Toa Payoh",4
"19/11/2018","Toa Payoh",27
"20/11/2018","Toa Payoh",8
"21/11/2018","Toa Payoh",9.2
"22/11/2018","Toa Payoh",7
"23/11/2018","Toa Payoh",3.8
"24/11/2018","Toa Payoh",0.2
"25/11/2018","Toa Payoh",3.4
"26/11/2018","Toa Payoh",15
"27/11/2018","Toa Payoh",3
"28/11/2018","Toa Payoh",2.4
"29/11/2018","Toa Payoh",7.2
"30/11/2018","Toa Payoh",4.4
"1/12/2018","Toa Payoh",24.2
"2/12/2018","Toa Payoh",4.4
"3/12/2018","Toa Payoh",4.4
"4/12/2018","Toa Payoh",7
"5/12/2018","Toa Payoh",26
"6/12/2018","Toa Payoh",9.8
"7/12/2018","Toa Payoh",1.4
"8/12/2018","Toa Payoh",38.4
"9/12/2018","Toa Payoh",2
"10/12/2018","Toa Payoh",19.2
"11/12/2018","Toa Payoh",29.8
"12/12/2018","Toa Payoh",36.2
"13/12/2018","Toa Payoh",0
"14/12/2018","Toa Payoh",0
"15/12/2018","Toa Payoh",26.4
"16/12/2018","Toa Payoh",2
"17/12/2018","Toa Payoh",0.2
"18/12/2018","Toa Payoh",0
"19/12/2018","Toa Payoh",14.2
"20/12/2018","Toa Payoh",2
"21/12/2018","Toa Payoh",4.4
"22/12/2018","Toa Payoh",2.8
"23/12/2018","Toa Payoh",0.2
"24/12/2018","Toa Payoh",0
"25/12/2018","Toa Payoh",0
"26/12/2018","Toa Payoh",0.4
"27/12/2018","Toa Payoh",0
"28/12/2018","Toa Payoh",0
"29/12/2018","Toa Payoh",0
"30/12/2018","Toa Payoh",0
"31/12/2018","Toa Payoh",9.8
"1/1/2019","Toa Payoh",0
"2/1/2019","Toa Payoh",0
"3/1/2019","Toa Payoh",0
"4/1/2019","Toa Payoh",0
"5/1/2019","Toa Payoh",12.8
"6/1/2019","Toa Payoh",0
"7/1/2019","Toa Payoh",0
"8/1/2019","Toa Payoh",5.6
"9/1/2019","Toa Payoh",0
"10/1/2019","Toa Payoh",0
"11/1/2019","Toa Payoh",4.6
"12/1/2019","Toa Payoh",17.8
"13/1/2019","Toa Payoh",0
"14/1/2019","Toa Payoh",0
"15/1/2019","Toa Payoh",0
"16/1/2019","Toa Payoh",0
"17/1/2019","Toa Payoh",12.2
"18/1/2019","Toa Payoh",59.8
"19/1/2019","Toa Payoh",0
"20/1/2019","Toa Payoh",0
"21/1/2019","Toa Payoh",0.6
"22/1/2019","Toa Payoh",0
"23/1/2019","Toa Payoh",0
"24/1/2019","Toa Payoh",0
"25/1/2019","Toa Payoh",0.4
"26/1/2019","Toa Payoh",0
"27/1/2019","Toa Payoh",0
"28/1/2019","Toa Payoh",0.6
"29/1/2019","Toa Payoh",0
"30/1/2019","Toa Payoh",0
"31/1/2019","Toa Payoh",0
"1/2/2019","Toa Payoh",0
"2/2/2019","Toa Payoh",0
"3/2/2019","Toa Payoh",0
"4/2/2019","Toa Payoh",0
"5/2/2019","Toa Payoh",0
"6/2/2019","Toa Payoh",0
"7/2/2019","Toa Payoh",21.2
"8/2/2019","Toa Payoh",0
"9/2/2019","Toa Payoh",0
"10/2/2019","Toa Payoh",0
"11/2/2019","Toa Payoh",0
"12/2/2019","Toa Payoh",0
"13/2/2019","Toa Payoh",0.4
"14/2/2019","Toa Payoh",0
"15/2/2019","Toa Payoh",0
"16/2/2019","Toa Payoh",0
"17/2/2019","Toa Payoh",34.2
"18/2/2019","Toa Payoh",2.6
"19/2/2019","Toa Payoh",1.8
"20/2/2019","Toa Payoh",0
"21/2/2019","Toa Payoh",0
"22/2/2019","Toa Payoh",0
"23/2/2019","Toa Payoh",0
"24/2/2019","Toa Payoh",0
"25/2/2019","Toa Payoh",0
"26/2/2019","Toa Payoh",0
"27/2/2019","Toa Payoh",0.4
"28/2/2019","Toa Payoh",0
"1/3/2019","Toa Payoh",0
"2/3/2019","Toa Payoh",0
"3/3/2019","Toa Payoh",0
"4/3/2019","Toa Payoh",6.8
"5/3/2019","Toa Payoh",0
"6/3/2019","Toa Payoh",0
"7/3/2019","Toa Payoh",0
"8/3/2019","Toa Payoh",0
"9/3/2019","Toa Payoh",0
"10/3/2019","Toa Payoh",0
"11/3/2019","Toa Payoh",39
"12/3/2019","Toa Payoh",2.6
"13/3/2019","Toa Payoh",0
"14/3/2019","Toa Payoh",0
"15/3/2019","Toa Payoh",0
"16/3/2019","Toa Payoh",0
"17/3/2019","Toa Payoh",0
"18/3/2019","Toa Payoh",0
"19/3/2019","Toa Payoh",0
"20/3/2019","Toa Payoh",0
"21/3/2019","Toa Payoh",61.6
"22/3/2019","Toa Payoh",0
"23/3/2019","Toa Payoh",7.4
"24/3/2019","Toa Payoh",3.2
"25/3/2019","Toa Payoh",28.2
"26/3/2019","Toa Payoh",0
"27/3/2019","Toa Payoh",0
"28/3/2019","Toa Payoh",0.8
"29/3/2019","Toa Payoh",0
"30/3/2019","Toa Payoh",0
"31/3/2019","Toa Payoh",0
"1/4/2019","Toa Payoh",45
"2/4/2019","Toa Payoh",0
"3/4/2019","Toa Payoh",27.2
"4/4/2019","Toa Payoh",2.8
"5/4/2019","Toa Payoh",1.4
"6/4/2019","Toa Payoh",0
"7/4/2019","Toa Payoh",0
"8/4/2019","Toa Payoh",0
"9/4/2019","Toa Payoh",27.8
"10/4/2019","Toa Payoh",9.8
"11/4/2019","Toa Payoh",0.4
"12/4/2019","Toa Payoh",0.2
"13/4/2019","Toa Payoh",0
"14/4/2019","Toa Payoh",0.2
"15/4/2019","Toa Payoh",0
"16/4/2019","Toa Payoh",0
"17/4/2019","Toa Payoh",0
"18/4/2019","Toa Payoh",0.2
"19/4/2019","Toa Payoh",0
"20/4/2019","Toa Payoh",33
"21/4/2019","Toa Payoh",0
"22/4/2019","Toa Payoh",0
"23/4/2019","Toa Payoh",21
"24/4/2019","Toa Payoh",0.6
"25/4/2019","Toa Payoh",6.6
"26/4/2019","Toa Payoh",72.4
"27/4/2019","Toa Payoh",10.6
"28/4/2019","Toa Payoh",2.2
"29/4/2019","Toa Payoh",18.8
"30/4/2019","Toa Payoh",0.2
"1/5/2019","Toa Payoh",0
"2/5/2019","Toa Payoh",0.2
"3/5/2019","Toa Payoh",0.6
"4/5/2019","Toa Payoh",18.6
"5/5/2019","Toa Payoh",0
"6/5/2019","Toa Payoh",0
"7/5/2019","Toa Payoh",11.2
"8/5/2019","Toa Payoh",40.6
"9/5/2019","Toa Payoh",0
"10/5/2019","Toa Payoh",28
"11/5/2019","Toa Payoh",21.4
"12/5/2019","Toa Payoh",0
"13/5/2019","Toa Payoh",34.4
"14/5/2019","Toa Payoh",1
"15/5/2019","Toa Payoh",0
"16/5/2019","Toa Payoh",0
"17/5/2019","Toa Payoh",2
"18/5/2019","Toa Payoh",0
"19/5/2019","Toa Payoh",4.2
"20/5/2019","Toa Payoh",0
"21/5/2019","Toa Payoh",0
"22/5/2019","Toa Payoh",0.4
"23/5/2019","Toa Payoh",0
"24/5/2019","Toa Payoh",0
"25/5/2019","Toa Payoh",0
"26/5/2019","Toa Payoh",0
"27/5/2019","Toa Payoh",4
"28/5/2019","Toa Payoh",0
"29/5/2019","Toa Payoh",0
"30/5/2019","Toa Payoh",21
"31/5/2019","Toa Payoh",0.8
"1/6/2019","Toa Payoh",0
"2/6/2019","Toa Payoh",21.8
"3/6/2019","Toa Payoh",19.8
"4/6/2019","Toa Payoh",0.6
"5/6/2019","Toa Payoh",0
"6/6/2019","Toa Payoh",7.2
"7/6/2019","Toa Payoh",18.2
"8/6/2019","Toa Payoh",0.2
"9/6/2019","Toa Payoh",1
"10/6/2019","Toa Payoh",0
"11/6/2019","Toa Payoh",26.8
"12/6/2019","Toa Payoh",69.4
"13/6/2019","Toa Payoh",4.2
"14/6/2019","Toa Payoh",0.6
"15/6/2019","Toa Payoh",0
"16/6/2019","Toa Payoh",0
"17/6/2019","Toa Payoh",0
"18/6/2019","Toa Payoh",3.6
"19/6/2019","Toa Payoh",19.6
"20/6/2019","Toa Payoh",0.8
"21/6/2019","Toa Payoh",0
"22/6/2019","Toa Payoh",18.2
"23/6/2019","Toa Payoh",0
"24/6/2019","Toa Payoh",0
"25/6/2019","Toa Payoh",0
"26/6/2019","Toa Payoh",4.2
"27/6/2019","Toa Payoh",0
"28/6/2019","Toa Payoh",0
"29/6/2019","Toa Payoh",11.2
"30/6/2019","Toa Payoh",0
"1/7/2019","Toa Payoh",0
"2/7/2019","Toa Payoh",0
"3/7/2019","Toa Payoh",0
"4/7/2019","Toa Payoh",0
"5/7/2019","Toa Payoh",0
"6/7/2019","Toa Payoh",0
"7/7/2019","Toa Payoh",0
"8/7/2019","Toa Payoh",5.6
"9/7/2019","Toa Payoh",7.6
"10/7/2019","Toa Payoh",0
"11/7/2019","Toa Payoh",0
"12/7/2019","Toa Payoh",0
"13/7/2019","Toa Payoh",0
"14/7/2019","Toa Payoh",0
"15/7/2019","Toa Payoh",10
"16/7/2019","Toa Payoh",0.8
"17/7/2019","Toa Payoh",0.2
"18/7/2019","Toa Payoh",0
"19/7/2019","Toa Payoh",0
"20/7/2019","Toa Payoh",0
"21/7/2019","Toa Payoh",0
"22/7/2019","Toa Payoh",0
"23/7/2019","Toa Payoh",4
"24/7/2019","Toa Payoh",2.4
"25/7/2019","Toa Payoh",0
"26/7/2019","Toa Payoh",0
"27/7/2019","Toa Payoh",0
"28/7/2019","Toa Payoh",0
"29/7/2019","Toa Payoh",0
"30/7/2019","Toa Payoh",0
"31/7/2019","Toa Payoh",0
"1/8/2019","Toa Payoh",0
"2/8/2019","Toa Payoh",0
"3/8/2019","Toa Payoh",0
"4/8/2019","Toa Payoh",0
"5/8/2019","Toa Payoh",1.2
"6/8/2019","Toa Payoh",0
"7/8/2019","Toa Payoh",0
"8/8/2019","Toa Payoh",0
"9/8/2019","Toa Payoh",0
"10/8/2019","Toa Payoh",0
"11/8/2019","Toa Payoh",0
"12/8/2019","Toa Payoh",0
"13/8/2019","Toa Payoh",0
"14/8/2019","Toa Payoh",1.2
"15/8/2019","Toa Payoh",0
"16/8/2019","Toa Payoh",0
"17/8/2019","Toa Payoh",9.6
"18/8/2019","Toa Payoh",0
"19/8/2019","Toa Payoh",0
"20/8/2019","Toa Payoh",0
"21/8/2019","Toa Payoh",0
"22/8/2019","Toa Payoh",0
"23/8/2019","Toa Payoh",0
"24/8/2019","Toa Payoh",0
"25/8/2019","Toa Payoh",0
"26/8/2019","Toa Payoh",5
"27/8/2019","Toa Payoh",0.2
"28/8/2019","Toa Payoh",0.2
"29/8/2019","Toa Payoh",0
"30/8/2019","Toa Payoh",15.2
"31/8/2019","Toa Payoh",0
"1/9/2019","Toa Payoh",0
"2/9/2019","Toa Payoh",10.4
"3/9/2019","Toa Payoh",0
"4/9/2019","Toa Payoh",0.4
"5/9/2019","Toa Payoh",0
"6/9/2019","Toa Payoh",0
"7/9/2019","Toa Payoh",0
"8/9/2019","Toa Payoh",0
"9/9/2019","Toa Payoh",0
"10/9/2019","Toa Payoh",0
"11/9/2019","Toa Payoh",0
"12/9/2019","Toa Payoh",0
"13/9/2019","Toa Payoh",0
"14/9/2019","Toa Payoh",0
"15/9/2019","Toa Payoh",0
"16/9/2019","Toa Payoh",0
"17/9/2019","Toa Payoh",0
"18/9/2019","Toa Payoh",0
"19/9/2019","Toa Payoh",0
"20/9/2019","Toa Payoh",0
"21/9/2019","Toa Payoh",0
"22/9/2019","Toa Payoh",0
"23/9/2019","Toa Payoh",1.2
"24/9/2019","Toa Payoh",0
"25/9/2019","Toa Payoh",26
"26/9/2019","Toa Payoh",0
"27/9/2019","Toa Payoh",1.6
"28/9/2019","Toa Payoh",0
"29/9/2019","Toa Payoh",17.8
"30/9/2019","Toa Payoh",14.4
"1/10/2019","Toa Payoh",0
"2/10/2019","Toa Payoh",1.8
"3/10/2019","Toa Payoh",0.2
"4/10/2019","Toa Payoh",6.4
"5/10/2019","Toa Payoh",0
"6/10/2019","Toa Payoh",0.6
"7/10/2019","Toa Payoh",29.8
"8/10/2019","Toa Payoh",0.4
"9/10/2019","Toa Payoh",0
"10/10/2019","Toa Payoh",0
"11/10/2019","Toa Payoh",0
"12/10/2019","Toa Payoh",6.4
"13/10/2019","Toa Payoh",0
"14/10/2019","Toa Payoh",0
"15/10/2019","Toa Payoh",0
"16/10/2019","Toa Payoh",0
"17/10/2019","Toa Payoh",7.6
"18/10/2019","Toa Payoh",0
"19/10/2019","Toa Payoh",0
"20/10/2019","Toa Payoh",0
"21/10/2019","Toa Payoh",1.8
"22/10/2019","Toa Payoh",26.4
"23/10/2019","Toa Payoh",7.8
"24/10/2019","Toa Payoh",0
"25/10/2019","Toa Payoh",0
"26/10/2019","Toa Payoh",11.4
"27/10/2019","Toa Payoh",12
"28/10/2019","Toa Payoh",0.6
"29/10/2019","Toa Payoh",0
"30/10/2019","Toa Payoh",4.2
"31/10/2019","Toa Payoh",0
"1/11/2019","Toa Payoh",0.4
"2/11/2019","Toa Payoh",0
"3/11/2019","Toa Payoh",0
"4/11/2019","Toa Payoh",2.6
"5/11/2019","Toa Payoh",42
"6/11/2019","Toa Payoh",0
"7/11/2019","Toa Payoh",0
"8/11/2019","Toa Payoh",10
"9/11/2019","Toa Payoh",0
"10/11/2019","Toa Payoh",0
"11/11/2019","Toa Payoh",0
"12/11/2019","Toa Payoh",12.6
"13/11/2019","Toa Payoh",0.2
"14/11/2019","Toa Payoh",0
"15/11/2019","Toa Payoh",0
"16/11/2019","Toa Payoh",0
"17/11/2019","Toa Payoh",0
"18/11/2019","Toa Payoh",0
"19/11/2019","Toa Payoh",0.2
"20/11/2019","Toa Payoh",19
"21/11/2019","Toa Payoh",0.2
"22/11/2019","Toa Payoh",0.4
"23/11/2019","Toa Payoh",0
"24/11/2019","Toa Payoh",5.2
"25/11/2019","Toa Payoh",4
"26/11/2019","Toa Payoh",0
"27/11/2019","Toa Payoh",0
"28/11/2019","Toa Payoh",7.4
"29/11/2019","Toa Payoh",51.4
"30/11/2019","Toa Payoh",0
"1/12/2019","Toa Payoh",3.6
"2/12/2019","Toa Payoh",19.6
"3/12/2019","Toa Payoh",0
"4/12/2019","Toa Payoh",1.2
"5/12/2019","Toa Payoh",0
"6/12/2019","Toa Payoh",0
"7/12/2019","Toa Payoh",0
"8/12/2019","Toa Payoh",0
"9/12/2019","Toa Payoh",22.6
"10/12/2019","Toa Payoh",15.2
"11/12/2019","Toa Payoh",31.6
"12/12/2019","Toa Payoh",0.8
"13/12/2019","Toa Payoh",36.4
"14/12/2019","Toa Payoh",30.4
"15/12/2019","Toa Payoh",41.4
"16/12/2019","Toa Payoh",5.4
"17/12/2019","Toa Payoh",6
"18/12/2019","Toa Payoh",1
"19/12/2019","Toa Payoh",0
"20/12/2019","Toa Payoh",1.2
"21/12/2019","Toa Payoh",6.4
"22/12/2019","Toa Payoh",0
"23/12/2019","Toa Payoh",54.2
"24/12/2019","Toa Payoh",0
"25/12/2019","Toa Payoh",0.2
"26/12/2019","Toa Payoh",0
"27/12/2019","Toa Payoh",0
"28/12/2019","Toa Payoh",0
"29/12/2019","Toa Payoh",0
"30/12/2019","Toa Payoh",0
"31/12/2019","Toa Payoh",0
"1/1/2020","Toa Payoh",0
"2/1/2020","Toa Payoh",0
"3/1/2020","Toa Payoh",1.4
"4/1/2020","Toa Payoh",0.4
"5/1/2020","Toa Payoh",0
"6/1/2020","Toa Payoh",16.8
"7/1/2020","Toa Payoh",2.2
"8/1/2020","Toa Payoh",1
"9/1/2020","Toa Payoh",0.4
"10/1/2020","Toa Payoh",0.6
"11/1/2020","Toa Payoh",0
"12/1/2020","Toa Payoh",18.6
"13/1/2020","Toa Payoh",0.2
"14/1/2020","Toa Payoh",0
"15/1/2020","Toa Payoh",0
"16/1/2020","Toa Payoh",0
"17/1/2020","Toa Payoh",0
"18/1/2020","Toa Payoh",6
"19/1/2020","Toa Payoh",0
"20/1/2020","Toa Payoh",0
"21/1/2020","Toa Payoh",28.6
"22/1/2020","Toa Payoh",0
"23/1/2020","Toa Payoh",0
"24/1/2020","Toa Payoh",0
"25/1/2020","Toa Payoh",0
"26/1/2020","Toa Payoh",0
"27/1/2020","Toa Payoh",27.6
"28/1/2020","Toa Payoh",0
"29/1/2020","Toa Payoh",62
"30/1/2020","Toa Payoh",0
"31/1/2020","Toa Payoh",0
"1/2/2020","Toa Payoh",0
"2/2/2020","Toa Payoh",0.6
"3/2/2020","Toa Payoh",0
"4/2/2020","Toa Payoh",0
"5/2/2020","Toa Payoh",0
"6/2/2020","Toa Payoh",0
"7/2/2020","Toa Payoh",0
